Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Car,CouncilArea,Regionname,Propertycount
Seddon,54 Charles St,3,h,SP,Village,25/02/2017,6.6,3011.0,0.0,Maribyrnong City Council,Western Metropolitan,2417.0
Seddon,8 Perry St,2,h,S,Jas,26/07/2016,6.6,3011.0,1.0,Maribyrnong City Council,Western Metropolitan,2417.0
Seddon,195 Pilgrim St,2,h,S,Village,27/06/2016,6.6,3011.0,0.0,Maribyrnong City Council,Western Metropolitan,2417.0
Seddon,3 South St,3,h,S,Williams,27/06/2016,6.6,3011.0,1.0,Maribyrnong City Council,Western Metropolitan,2417.0
Seddon,4/185 Buckley St,2,u,S,Jas,27/11/2016,6.6,3011.0,2.0,Maribyrnong City Council,Western Metropolitan,2417.0
Seddon,89 Pilgrim St,3,h,S,Sweeney,28/05/2016,6.6,3011.0,2.0,Maribyrnong City Council,Western Metropolitan,2417.0
Seddon,6 Staff St,4,h,PI,Biggin,28/05/2016,6.6,3011.0,0.0,Maribyrnong City Council,Western Metropolitan,2417.0
Seddon,18 William St,4,h,S,Jas,28/05/2016,6.6,3011.0,1.0,Maribyrnong City Council,Western Metropolitan,2417.0
Seddon,28 Lily St,3,h,S,Nelson,28/08/2016,6.6,3011.0,1.0,Maribyrnong City Council,Western Metropolitan,2417.0
Seddon,80 Gamon St,2,h,S,Chisholm,30/07/2016,6.6,3011.0,0.0,Maribyrnong City Council,Western Metropolitan,2417.0
Seddon,278 Nicholson St,2,h,PI,Village,30/07/2016,6.6,3011.0,0.0,Maribyrnong City Council,Western Metropolitan,2417.0
South Melbourne,806/50 Albert Rd,2,u,S,Dingle,3/09/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,11 Howe Cr,4,h,VB,Marshall,3/09/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,157 Napier St,3,h,SP,Marshall,3/09/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,32 Bridport St,2,h,SN,Cayzer,3/12/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,18 Cobden St,2,h,S,Greg,3/12/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,396 Dorcas St,4,h,S,Greg,3/12/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,218 Ferrars St,1,h,S,Marshall,3/12/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,294 Moray St,2,h,S,Marshall,3/12/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,194 Napier St,4,h,S,Marshall,3/12/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,25 Mountain St,3,h,S,hockingstuart,4/03/2017,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,168 Napier St,3,h,S,Marshall,4/03/2017,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,38 Tribe St,3,h,S,Marshall,4/03/2017,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,144 Cobden St,3,h,PI,Greg,4/06/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,616/22 Dorcas St,1,u,PI,Pagan,4/06/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,16/63 Dorcas St,2,u,SP,Greg,4/06/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,3 Park Pl,1,u,S,Marshall,4/06/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,352 Moray St,4,h,PI,Marshall,7/05/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,33 Mountain St,2,h,S,Greg,7/05/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,72 Smith St,3,h,SP,Marshall,7/05/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,13/182 Albert Rd,2,u,S,hockingstuart,7/11/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,1901/50 Albert Rd,2,u,S,Dingle,7/11/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,247 York St,3,h,S,Greg,8/10/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,1107/50 Albert Rd,1,u,PI,hockingstuart,10/09/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,126/69 Dorcas St,3,u,S,Greg,10/09/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,13 Church St,3,h,S,Greg,10/12/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,912/22 Dorcas St,1,u,VB,McGrath,10/12/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,315 Moray St,4,h,S,Marshall,10/12/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,22A Cobden St,2,h,SP,Cayzer,11/02/2017,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,119 Park St,2,u,S,Greg,12/11/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,25 Cobden St,3,h,VB,Greg,13/08/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,338 Dorcas St,2,h,SN,Greg,13/08/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,35 Lyell St,3,h,SN,Frank,14/05/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,54b Napier St,2,u,S,Greg,14/05/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,7 Emerald Wy,3,h,VB,Cayzer,15/10/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,23 Mountain St,4,h,S,Marshall,15/10/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,6b Napier St,1,u,VB,Cayzer,15/10/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,114 Palmerston Cr,2,h,S,hockingstuart,15/10/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,16 Tribe St,3,h,S,Cayzer,15/10/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,14/182 Albert Rd,2,u,VB,Greg,16/04/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,50 Bridport St,2,h,PI,Greg,16/04/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,40a Napier St,2,u,S,Greg,16/04/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,203/196 Albert Rd,2,u,VB,Marshall,17/09/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,481 City Rd,2,h,VB,Greg,17/09/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,24 Lyell St,3,h,VB,Greg,17/09/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,248 Montague St,3,h,VB,Marshall,17/09/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,406/196 Albert Rd,2,h,SP,Greg,18/03/2017,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,1111/338 Kings Wy,2,u,SN,Barry,18/03/2017,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,58C Napier St,3,h,S,hockingstuart,18/03/2017,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,1009/148 Wells St,2,u,S,MICM,18/03/2017,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,296 Albert Rd,3,h,S,Marshall,18/06/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,48 Glover St,2,h,VB,Greg,18/06/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,301/142 Park St,3,u,PI,Marshall,18/06/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,93A Eastern Rd,3,h,S,Greg,19/11/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,8 Fitzpatrick St,3,t,S,Cayzer,19/11/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,1/295 Clarendon St,2,u,S,Cayzer,22/05/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,46 Cobden St,3,h,PI,Greg,22/05/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,18a Iffla St,4,h,S,Marshall,22/05/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,14a Napier St,2,u,S,Marshall,22/05/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,5/182 Albert Rd,1,u,S,hockingstuart,23/04/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,10 Coote St,3,t,S,Parkinson,23/04/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,372 Dorcas St,3,h,S,RT,24/09/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,32 Martin St,3,h,S,Greg,24/09/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,16 Glover St,3,h,S,Cayzer,25/02/2017,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,1107/50 Albert Rd,1,u,VB,Dingle,27/11/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,5/38 Bank St,3,u,SP,Greg,27/11/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,164 Cecil St,3,h,S,Marshall,27/11/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,52 Eastern Rd,3,h,S,Marshall,27/11/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,44 Iffla St,3,h,S,Marshall,27/11/2016,2.1,3205.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,1107/2 Albert Rd,1,u,SP,Biggin,28/05/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,3/199 Montague St,2,u,S,Buxton,28/05/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,5 Nixon Pl,2,h,SN,Greg,28/05/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,116/88 Park St,2,u,SP,Buxton,30/07/2016,2.1,3205.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Melbourne,72/1 Sandilands St,2,u,VB,Cayzer,30/07/2016,2.1,3205.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0
South Yarra,21/27 Avoca St,2,u,S,Jellis,3/09/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,101/40 Chapel Mw,2,u,S,Kay,3/09/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,11/276 Domain Rd,1,u,S,hockingstuart,3/09/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,5/38 MacFarlan St,2,u,SP,Jellis,3/09/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,301/89 River St,2,u,S,hockingstuart,3/09/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,18/34 Rockley Rd,1,u,SP,McGrath,3/09/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,9/10 Tivoli Rd,2,u,PI,Buxton,3/09/2016,3.3,3141.0,0.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,202/8 Bond St,2,u,PI,Kay,3/12/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,43/100 Commercial Rd,3,u,S,Kay,3/12/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,4/38 MacFarlan St,2,u,S,hockingstuart,3/12/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,413/35 Malcolm St,1,u,PI,hockingstuart,3/12/2016,3.3,3141.0,0.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,16 Oxford St,3,h,S,Kay,3/12/2016,3.3,3141.0,0.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,24 Phoenix St,3,h,S,Marshall,3/12/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,6/6 Rockley Rd,2,u,S,Jellis,3/12/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,6/178 Toorak Rd,1,u,S,hockingstuart,3/12/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,1906/229 Toorak Rd,1,u,S,LITTLE,3/12/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,6/371 Toorak Rd,3,u,S,Abercromby's,3/12/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,34 Albion St,3,h,S,Jellis,4/03/2017,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,2/53 Caroline St,1,u,S,hockingstuart,4/03/2017,3.3,3141.0,0.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,1/7 Cromwell Rd,3,t,SN,Kay,4/03/2017,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,8/18 Darling St,2,u,S,hockingstuart,4/03/2017,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,15/9 Darling St,2,u,SA,Williams,4/03/2017,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,13/31 Kensington Rd,3,u,SN,hockingstuart,4/03/2017,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,7/32 Marne St,2,u,PI,Kay,4/03/2017,3.3,3141.0,0.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,276 Punt Rd,3,h,S,Greg,4/03/2017,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,503/99 River St,2,u,S,hockingstuart,4/03/2017,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,5/6 Tivoli Pl,2,u,S,hockingstuart,4/03/2017,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,5/178 Toorak Rd,1,u,VB,Jellis,4/03/2017,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,6/176 Walsh St,2,u,S,Jellis,4/03/2017,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,1/47 Wilson St,2,u,PI,Jellis,4/03/2017,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,605/800 Chapel St,2,u,W,Beller,4/06/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,1106/1 Clara St,1,u,SP,RT,4/06/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,29/100 Commercial Rd,3,u,S,Marshall,4/06/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,13/55 Darling St,2,u,PI,RT,4/06/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,15/33 Kensington Rd,2,u,PI,Marshall,4/06/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,3/2 Lawson Gr,1,u,S,hockingstuart,4/06/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,10/34 MacFarlan St,2,u,SP,hockingstuart,4/06/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,20/30 Mona Pl,2,u,SP,hockingstuart,4/06/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,507/99 River St,1,u,S,Beller,4/06/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,12 Witchwood Cl,3,t,PI,hockingstuart,4/06/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,2/13 Motherwell St,1,u,S,Biggin,6/08/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,402/89 River St,2,u,S,Biggin,6/08/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,8/24 Fitzgerald St,2,u,SP,hockingstuart,7/05/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,8/99 Osborne St,1,u,S,Castran,7/05/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,12 Stables La,1,u,SP,Marshall,7/05/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,1/14 Arthur St,3,t,S,Kay,7/11/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,308/700 Chapel St,1,u,S,hockingstuart,7/11/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,29 MacFarlan St,2,h,S,RT,7/11/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,4/957 Punt Rd,2,u,SP,Jellis,7/11/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,19/110 Caroline St,2,u,PI,Williams,8/10/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,403/700 Chapel St,2,u,S,Williams,8/10/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,26 Fawkner St,2,h,S,Jellis,8/10/2016,3.3,3141.0,0.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,6/24 Kensington Rd,2,t,S,Kay,8/10/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,9/372 Toorak Rd,1,u,S,hockingstuart,8/10/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,7/391 Toorak Rd,3,u,S,Marshall,8/10/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,2/403 Toorak Rd,1,u,S,hockingstuart,8/10/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,2/1 Walsh St,2,u,PI,Williams,8/10/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,6/1 Walsh St,2,u,PI,Williams,8/10/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,1/35 Marne St,3,u,PI,Jellis,10/09/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,11a Nicholson St,4,h,SS,Abercromby's,10/09/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,9/46 Darling St,2,u,S,Williams,10/12/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,12/37 Davis Av,2,u,S,hockingstuart,10/12/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,20 Fawkner St,2,h,S,Biggin,10/12/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,6/2 May Gr,1,u,S,RT,10/12/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,8/44 Murphy St,1,u,PI,Williams,10/12/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,6/97 Osborne St,1,u,S,hockingstuart,10/12/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,34D Palermo St,4,h,S,Jellis,10/12/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,22/382 Toorak Rd,2,u,S,Biggin,10/12/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,16/124 Caroline St,1,u,PI,hockingstuart,11/02/2017,3.3,3141.0,0.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,22/43 Caroline St,1,u,SP,hockingstuart,11/02/2017,3.3,3141.0,0.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,16/26 Toorak Rd,1,u,SP,hockingstuart,11/02/2017,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,33a Clara St,2,h,S,Castran,12/06/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,91/390 Toorak Rd,2,u,VB,Sotheby's,12/06/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,8/57 Adams St,1,u,S,Williams,12/11/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,18 Avoca St,4,h,S,Castran,12/11/2016,3.3,3141.0,0.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,6/120 Caroline St,1,u,S,Sotheby's,12/11/2016,3.3,3141.0,0.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,40 Fawkner St,3,h,PI,Williams,12/11/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,1/2 Kensington Rd,3,u,S,Sotheby's,12/11/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,18/33 Kensington Rd,1,u,SP,hockingstuart,12/11/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,76 Leopold St,3,h,PI,Marshall,12/11/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,10 Luxton Rd,3,h,S,Marshall,12/11/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,2501/35 Malcolm St,2,u,PI,Allens,12/11/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,1/63 Millswyn St,2,u,S,Williams,12/11/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,1 Norman La,2,t,S,Jellis,12/11/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,10/432 Punt Rd,2,u,PI,Hodges,12/11/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,19/877 Punt Rd,1,u,VB,Owen,12/11/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,12/219 Williams Rd,1,u,PI,Buxton,12/11/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,16 Davis Av,4,h,PI,Marshall,13/08/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,15 Powell St,2,h,S,hockingstuart,13/08/2016,3.3,3141.0,0.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,25/388 Toorak Rd,2,u,S,hockingstuart,13/08/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,82/390 Toorak Rd,3,u,S,Kay,13/08/2016,3.3,3141.0,0.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,1107/12 Yarra St,1,u,PI,Biggin,13/08/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,56c Cromwell Rd,3,h,S,RT,14/05/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,3/49 Osborne St,1,u,VB,Jellis,14/05/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,6/432 Punt Rd,2,u,VB,hockingstuart,14/05/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,16/384 Toorak Rd,2,u,S,hockingstuart,14/05/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,17/393 Toorak Rd,1,u,S,LITTLE,14/05/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,171 Williams Rd,3,h,SP,Kay,14/05/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,20 Argo St,3,h,S,hockingstuart,15/10/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,10/7 Barnsbury Rd,2,u,S,Kay,15/10/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,8/101 Caroline St,2,u,S,RT,15/10/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,6/210 Domain Rd,2,u,S,Williams,15/10/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,33 Hawksburn Rd,4,h,SN,Kay,15/10/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,9/18 Kensington Rd,2,u,S,Biggin,15/10/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,6/21 Kensington Rd,2,u,S,Williams,15/10/2016,3.3,3141.0,0.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,7/31 Kensington Rd,3,u,S,Biggin,15/10/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,3 Palermo St,3,h,S,Kay,15/10/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,70 Park St,3,h,VB,Marshall,15/10/2016,3.3,3141.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,407/57 Toorak Rd,1,u,S,Hodges,15/10/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
South Yarra,608/20 Garden St,2,u,VB,Harrington,16/04/2016,3.3,3141.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0
