,clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
525,3,2732,0,0,0,0,1,0,0,0,1,0,0,0,-0.16074666868846477,0.9207963791888298,-0.20691068926174133,0.01062544909734411,-0.01825627878809394,0.10656796847870859
526,5,802,0,0,0,1,0,0,0,0,0,1,0,0,-1.0359579336817257,0.37189799193722295,1.1480989317959243,-1.2313132798793536,-1.2873142701920812,-1.2120434154297366
527,3,723,0,0,1,0,0,0,1,0,0,0,0,0,-0.9932647012430299,-0.38283729053372867,-0.6585805629476299,-1.150317275815656,-1.1422790711744826,-1.1685727104657222
528,4,645,0,0,0,1,0,0,0,0,1,0,0,0,-1.0146113174623779,0.23467339512432486,0.24475918442414724,-1.222313723872276,-1.2147966706832818,-1.1830629454537267
529,5,1082,0,0,1,0,0,0,1,0,0,0,0,0,-0.8224917714882474,0.5091225887501258,-0.20691068926174133,-0.8713310395962532,-0.9247262726480846,-0.8352973057416095
530,4,605,0,0,1,0,0,0,0,0,0,0,1,0,-1.0146113174623779,0.37189799193722295,-0.6585805629476299,-1.1953150558510435,-1.2329260705604812,-1.1685727104657222
531,4,945,0,0,1,0,0,0,1,0,0,0,0,0,-0.9505714688043344,-0.31422499212728205,-1.1102504366335184,-1.0333230477236484,-1.0697614716656831,-1.067141065549688
532,3,781,0,0,1,0,0,1,0,0,0,0,0,0,-0.9932647012430299,0.5777348871565774,-0.6585805629476299,-1.2043146118581216,-1.178537870928882,-1.1251020055017078
533,3,720,0,0,0,1,0,0,0,0,1,0,0,0,-1.0146113174623779,0.4405102903436744,0.6964290581100357,-1.2313132798793536,-1.269184870314881,-1.1975531804417319
534,3,1781,0,0,1,0,0,0,1,0,0,0,0,0,-0.6090256092947691,0.09744879831142192,-0.6585805629476299,-0.5113487993131521,-0.5530735751654883,-0.5165121360055015
535,2,1338,0,0,0,1,0,0,0,1,0,0,0,0,-0.5876789930754213,-2.1667570491014425,1.5997688054818129,-0.3853550152140671,-0.4080383761478897,-0.6324340159095408
536,5,881,0,0,1,0,0,0,1,0,0,0,0,0,-0.9505714688043344,-0.31422499212728205,-0.6585805629476299,-1.0693212717519585,-1.024437971972684,-1.067141065549688
537,0,6796,1,0,0,0,0,0,0,0,0,0,0,1,2.5716202073880567,3.2536145250081456,-0.6585805629476299,1.9815282146473205,1.8762660083792864,2.4539860365355026
538,2,4054,0,1,0,0,0,0,1,0,0,0,0,0,0.22349242325979624,0.4405102903436744,2.0514386791677013,0.3616081333733671,0.3987199183875017,0.4398433732028212
539,6,1039,0,0,0,0,1,0,1,0,0,0,0,0,-1.0359579336817257,-1.2061848714111365,-0.6585805629476299,-1.150317275815656,-1.1241496712972823,-1.2410238854057463
540,3,745,0,0,1,0,0,0,1,0,0,0,0,0,-1.0359579336817257,-0.5886741857530831,-0.20691068926174133,-1.2313132798793536,-1.2238613706218815,-1.2700043553817562
541,4,1151,0,0,0,0,1,1,0,0,0,0,0,0,-0.8224917714882474,0.783571782375927,-0.20691068926174133,-0.8983297076174852,-0.8884674728936849,-0.8063168357655998
542,3,6720,0,0,0,1,0,0,1,0,0,0,0,0,0.43695858545327443,-1.2061848714111365,1.1480989317959243,0.6315948135856926,0.634402116791099,0.512294548142846
543,3,404,0,0,0,1,0,0,1,0,0,0,0,0,-1.2280774796558562,-0.10838809690792763,0.24475918442414724,-1.618294188183687,-1.6680316676132767,-1.6322602300818785
544,2,3922,0,0,1,0,0,0,0,0,0,0,0,1,0.500998434111318,0.5777348871565774,-0.20691068926174133,0.649593925599848,0.634402116791099,0.7151578379749147
545,3,3504,0,0,1,0,0,0,1,0,0,0,0,0,-0.20343990112716046,-0.5200618873466316,-0.6585805629476299,0.01062544909734411,0.04519662078210566,-0.023844146413335272
546,4,1182,0,1,0,0,0,0,0,1,0,0,0,0,-0.6517188417334647,-1.549246363443389,2.0514386791677013,-0.574345691362695,-0.46242657577948953,-0.6903949558615604
547,1,5226,0,0,1,0,0,0,0,0,1,0,0,0,0.8852375260595787,0.23467339512432486,-0.20691068926174133,0.9645783858475608,1.015119514212295,1.0194527727230176
548,2,2370,0,0,0,0,1,0,0,1,0,0,0,0,-0.18209328490781262,1.3324701696275338,-0.6585805629476299,-0.0883696669805089,-0.0545150785424936,0.092077733490704
549,3,1024,0,0,1,0,0,0,1,0,0,0,0,0,-0.8011451552688996,0.4405102903436744,-1.1102504366335184,-0.8083341475467103,-0.8522086731392853,-0.7773363657895899
550,6,933,0,0,1,0,0,1,0,0,0,0,0,0,-1.0573045499010736,0.028836499904970444,-1.1102504366335184,-1.2583119479005864,-1.2510554704376815,-1.2410238854057463
551,3,6202,0,0,0,1,0,0,0,0,0,1,0,0,0.7785044449628395,0.37189799193722295,-0.6585805629476299,0.9375797178263281,0.8610196152560967,0.9470015977829933
552,0,2999,1,0,0,0,0,0,0,0,0,1,0,0,0.47965181789197014,-0.1770003953143791,1.1480989317959243,0.6045961455644605,0.5528198173437,0.5557652531068604
553,2,3360,0,0,0,0,1,0,0,0,0,0,1,0,0.43695858545327443,-1.686470960256292,2.50310855285359,0.71259081764939,0.6706609165454988,0.4543336081908264
554,2,5224,0,0,0,0,1,0,1,0,0,0,0,0,0.4583052016726223,-1.549246363443389,1.1480989317959243,0.6855921496281581,0.7431785160542981,0.4978043131548408
555,1,9068,0,1,0,0,0,0,0,0,0,0,0,1,3.169325461529796,1.2638578712210824,-0.20691068926174133,2.3775086789587307,2.347630405186482,2.5699079164395404
556,3,605,0,0,0,1,0,0,0,1,0,0,0,0,-1.0573045499010736,-0.7258987825659812,0.24475918442414724,-1.2673115039076637,-1.2510554704376815,-1.3134750603457712
557,3,6543,0,1,0,0,0,0,0,1,0,0,0,0,0.500998434111318,1.4696947664404318,0.6964290581100357,0.5595983655290723,0.5890786170980997,0.7731187779269344
558,1,5063,0,0,0,0,1,0,0,0,0,0,0,1,1.2267833855691443,-0.7258987825659812,1.1480989317959243,1.2075663980386544,1.3233193121246927,1.1498648876150614
559,3,2723,0,0,1,0,0,0,0,0,1,0,0,0,-0.20343990112716046,0.37189799193722295,-0.20691068926174133,-0.05237144295219878,-0.027320978726693656,0.005136323562674545
560,3,5889,0,0,0,1,0,0,0,0,0,1,0,0,0.5650382827693615,0.5777348871565774,0.24475918442414724,0.7305899296635455,0.688790316422699,0.787609012914939
561,6,421,0,0,1,0,0,0,0,0,0,0,1,0,-1.1640376309978127,0.09744879831142192,-1.1102504366335184,-1.4923004040846017,-1.477672968902679,-1.4583774102258202
562,6,526,0,1,0,0,0,0,1,0,0,0,0,0,-1.1853842472171605,-2.5784308395401467,1.1480989317959243,-1.4833008480775243,-1.459543569025479,-1.6757309350458935
563,6,2070,0,0,0,1,0,0,0,0,1,0,0,0,-0.6303722255141169,0.37189799193722295,0.6964290581100357,-0.6193434713980824,-0.6527852744900875,-0.5889633109455265
564,4,7928,0,0,1,0,0,0,0,0,0,1,0,0,0.8852375260595787,0.7149594839694754,-1.561920310319407,0.9735779418546382,0.9516666146420963,1.0484332426990268
565,2,1235,0,0,0,0,1,0,0,0,0,1,0,0,-0.5449857606367255,-0.10838809690792763,-0.6585805629476299,-0.4663510192777647,-0.4442971759022893,-0.4585511960534819
566,5,1187,0,0,1,0,0,0,1,0,0,0,0,0,-0.8224917714882474,0.09744879831142192,-0.6585805629476299,-0.8803305956033305,-0.861273373077885,-0.8497875407296142
567,2,1698,0,0,0,1,0,1,0,0,0,0,0,0,-0.5236391444173777,0.6463471855630288,0.6964290581100357,-0.4303527952494546,-0.46242657577948953,-0.3716097861254531
568,4,3133,0,0,0,1,0,0,1,0,0,0,0,0,-0.11805343624976908,-1.2061848714111365,-0.20691068926174133,0.19061656923889467,0.14490832010670412,0.019626558550679133
569,0,7934,1,0,0,0,0,0,0,0,0,0,1,0,2.998552531775014,3.1163899281952427,-0.6585805629476299,2.0895228867322517,2.0575600071512845,2.5843981514275463
570,5,9541,0,0,0,1,0,0,0,0,1,0,0,0,0.8852375260595787,-2.235369347507894,0.24475918442414724,1.1985668420315763,1.1057665135982946,0.8165894828909481
571,4,2306,0,1,0,0,0,0,0,0,0,0,1,0,-0.18209328490781262,1.0580209760017278,-0.6585805629476299,-0.07037055496635344,-0.03638567866529337,0.07758749850269878
572,2,4784,0,0,1,0,0,0,0,0,0,1,0,0,0.6290781314274051,0.30328569353077633,-0.6585805629476299,0.7485890416777002,0.7794373158086977,0.8020992479029436
573,2,5952,0,0,0,0,1,1,0,0,0,0,0,0,0.5436916665500137,-1.686470960256292,0.6964290581100357,0.8115859337272431,0.8700843151946973,0.5992359580708755
574,4,5236,0,0,0,1,0,0,0,0,0,1,0,0,0.5650382827693615,-1.2061848714111365,0.24475918442414724,0.8295850457413986,0.797566715685898,0.6427066630348899
575,1,4353,0,0,1,0,0,0,0,0,0,1,0,0,0.47965181789197014,0.09744879831142192,-0.6585805629476299,0.6675930376140027,0.7069197162998984,0.7006676029869089
576,4,407,0,0,0,0,1,0,1,0,0,0,0,0,-1.121344398559117,1.4010824680339804,1.1480989317959243,-1.5282986281129118,-1.4867376688412788,-1.3714360002977908
577,3,2579,1,0,0,0,0,0,1,0,0,0,0,0,-0.6303722255141169,11.830151825814458,7.0198072897124755,-0.4663510192777647,-0.4986853755338892,0.8020992479029436
578,5,575,0,0,0,0,1,0,1,0,0,0,0,0,-1.1640376309978127,0.09744879831142192,0.6964290581100357,-1.564296852141222,-1.5501905684114785,-1.5308285851658445
579,7,651,0,0,0,0,1,0,0,0,0,0,0,1,-0.8224917714882474,-0.6572864841595345,-0.6585805629476299,-0.8083341475467103,-0.779691073630486,-0.8497875407296142
580,3,8929,0,0,0,0,1,0,0,1,0,0,0,0,0.9492773747176223,-1.4806340650369376,0.6964290581100357,1.1445695059891114,1.2145429128614935,0.9470015977829933
581,3,2839,0,0,0,1,0,0,0,0,1,0,0,0,-0.01132035515302985,-1.686470960256292,2.0514386791677013,0.32560990934505696,0.2536847193699031,0.07758749850269878
582,6,905,0,0,1,0,0,0,1,0,0,0,0,0,-0.9505714688043344,0.09744879831142192,-0.6585805629476299,-1.0783208277590357,-1.0697614716656831,-1.0526508305616828
583,4,542,0,0,1,0,0,0,0,0,1,0,0,0,-1.0359579336817257,0.6463471855630288,-0.20691068926174133,-1.2763110599147418,-1.2601201703762812,-1.1975531804417319
584,3,802,0,0,0,1,0,0,0,1,0,0,0,0,-1.0359579336817257,0.37189799193722295,0.6964290581100357,-1.249312391893509,-1.3054436700692806,-1.2265336504177418
585,5,1749,0,0,0,1,0,0,0,0,0,1,0,0,-0.6090256092947691,-0.6572864841595345,1.5997688054818129,-0.5473470233414622,-0.589332374919888,-0.6324340159095408
586,2,6171,0,0,0,1,0,0,0,0,0,0,1,0,1.120050304472405,0.30328569353077633,0.24475918442414724,1.1355699499820342,1.1873488130456937,1.1933355925790765
587,2,4784,0,0,0,0,1,0,0,0,0,1,0,0,0.6290781314274051,0.028836499904970444,0.24475918442414724,0.7665881536918556,0.8156961155630974,0.787609012914939
588,5,746,0,0,0,0,1,0,0,0,0,1,0,0,-0.9078782363656387,0.30328569353077633,0.6964290581100357,-1.0693212717519585,-1.0606967717270834,-1.023670360585673
589,1,2690,0,0,1,0,0,1,0,0,0,0,0,0,-0.18209328490781262,-0.10838809690792763,-0.6585805629476299,0.04662367312565422,0.08145542053650531,0.04860702852668895
590,2,4515,0,0,1,0,0,0,0,0,0,1,0,0,0.5223450503306658,0.09744879831142192,-0.20691068926174133,0.6855921496281581,0.661596216606899,0.6861773679989043
591,2,5166,0,0,0,1,0,1,0,0,0,0,0,0,0.650424747646753,-0.9317356777853356,0.6964290581100357,0.8385846017484758,0.8700843151946973,0.7151578379749147
592,3,4795,0,0,1,0,0,0,0,0,0,0,1,0,0.9706239909369702,-1.2061848714111365,-0.20691068926174133,1.2075663980386544,1.1692194131684934,1.0049625377350129
593,3,1031,0,0,0,0,1,0,0,0,0,0,1,0,-0.8438383877075951,0.09744879831142192,-1.1102504366335184,-0.8983297076174852,-0.8703380730164855,-0.8642777757176193
594,4,1720,0,0,1,0,0,0,0,0,0,0,1,0,-0.5876789930754213,0.6463471855630288,-0.20691068926174133,-0.5023492433060748,-0.5349441752882889,-0.4440609610654773
595,4,2147,0,0,0,1,0,1,0,0,0,0,0,0,-0.5663323768560734,-1.7550832586627387,1.1480989317959243,-0.3223581231645242,-0.3808442763320905,-0.5454926059815114
596,2,12364,0,0,1,0,0,0,0,1,0,0,0,0,1.5469826288593616,-0.1770003953143791,-1.1102504366335184,1.51355130227929,1.5499368105896902,1.4976305273271793
597,3,689,0,0,1,0,0,0,0,0,0,1,0,0,-0.9719180850236822,0.30328569353077633,-0.6585805629476299,-1.0783208277590357,-1.133214371235882,-1.067141065549688
598,2,604,0,0,1,0,0,0,0,1,0,0,0,0,-1.0146113174623779,-0.7945110809724326,-0.20691068926174133,-1.150317275815656,-1.1241496712972823,-1.1975531804417319
599,4,5040,0,0,1,0,0,0,0,0,0,0,0,1,0.8638909098402309,0.028836499904970444,-1.1102504366335184,0.9735779418546382,0.933537214764896,0.9470015977829933
600,1,660,0,0,1,0,0,1,0,0,0,0,0,0,-0.8011451552688996,-0.4514495889401801,-1.1102504366335184,-0.8173337035537876,-0.7887557735690857,-0.8352973057416095
601,2,1316,0,1,0,0,0,0,1,0,0,0,0,0,-0.6303722255141169,0.9894086775952813,-0.20691068926174133,-0.6283430274051598,-0.6074617747970882,-0.502021901017497
602,2,681,0,0,0,0,1,1,0,0,0,0,0,0,-0.9078782363656387,0.37189799193722295,-0.6585805629476299,-1.0063243797024155,-0.9881791722182842,-0.9512191856456488
603,6,2569,0,0,1,0,0,0,0,1,0,0,0,0,-0.5236391444173777,0.30328569353077633,-0.20691068926174133,-0.4303527952494546,-0.41710307608649017,-0.3861000211134577
604,1,3057,0,0,0,0,1,1,0,0,0,0,0,0,0.2661856556984919,-1.0689602745982336,1.5997688054818129,0.4876019174724521,0.5346904174665006,0.36739219826279695
605,2,1656,0,0,1,0,0,0,1,0,0,0,0,0,-0.5876789930754213,0.4405102903436744,0.24475918442414724,-0.5113487993131521,-0.5440088752268886,-0.47304143104148716
606,4,3562,0,0,0,0,1,0,0,0,0,0,1,0,0.28753227191783975,0.5091225887501258,0.24475918442414724,0.42460502542291,0.47123751789630103,0.512294548142846
607,1,2247,0,0,0,1,0,0,0,1,0,0,0,0,-0.054013587591725545,-0.10838809690792763,0.24475918442414724,0.15461834521058457,0.1358436201681044,0.1355484384547184
608,4,6477,0,1,0,0,0,0,0,0,1,0,0,0,0.5650382827693615,1.1266332744081795,-0.20691068926174133,0.649593925599848,0.6797256164840992,0.8165894828909481
609,3,1819,0,0,1,0,0,0,1,0,0,0,0,0,-0.48094591197868225,-0.9317356777853356,-0.20691068926174133,-0.2953594551432914,-0.33552077663909036,-0.4150804910894675
610,3,729,0,0,0,1,0,0,0,0,0,1,0,0,-0.9292248525849865,-0.5200618873466316,1.1480989317959243,-1.0153239357094936,-1.0697614716656831,-1.0816313005376927
611,4,7539,0,0,0,0,1,0,0,1,0,0,0,0,0.47965181789197014,0.6463471855630288,-1.1102504366335184,0.5775974775432278,0.634402116791099,0.6861773679989043
612,4,6082,0,0,1,0,0,0,0,0,0,1,0,0,0.5863848989887094,0.37189799193722295,-1.1102504366335184,0.775587709698933,0.7341138161156984,0.8020992479029436
613,3,1940,0,0,0,1,0,0,0,0,0,0,0,1,-0.054013587591725545,0.23467339512432486,2.0514386791677013,0.12761967718935177,0.08145542053650531,0.1355484384547184
614,3,844,0,0,1,0,0,0,1,0,0,0,0,0,-1.0573045499010736,0.1660610967178734,-0.6585805629476299,-1.249312391893509,-1.296378970130681,-1.2410238854057463
615,1,4691,0,0,1,0,0,0,0,1,0,0,0,0,0.2661856556984919,-0.1770003953143791,-2.0135901840052957,0.47860236146537477,0.5165610175893004,0.468823843178831
616,4,2849,0,0,0,0,1,0,1,0,0,0,0,0,-0.11805343624976908,0.9207963791888298,0.24475918442414724,0.019625005104421438,-0.0001268789108937107,0.12105820346671382
617,5,8861,0,1,0,0,0,0,0,0,0,0,0,1,1.5469826288593616,-2.647043137946598,2.0514386791677013,1.6935424224208404,1.722166109423088,1.2657867675191006
618,3,544,0,1,0,0,0,0,0,0,1,0,0,0,-1.0359579336817257,0.9207963791888298,0.24475918442414724,-1.285310615921819,-1.2510554704376815,-1.1685727104657222
619,4,834,0,0,0,0,1,0,1,0,0,0,0,0,-0.8224917714882474,0.7149594839694754,1.1480989317959243,-0.9073292636245633,-0.8703380730164855,-0.8063168357655998
620,4,3478,0,0,1,0,0,0,0,0,1,0,0,0,-0.16074666868846477,-0.5200618873466316,-1.1102504366335184,0.0736223411468862,0.09052012047510503,0.019626558550679133
621,2,3323,0,0,0,1,0,0,1,0,0,0,0,0,0.13810595838240483,0.09744879831142192,1.5997688054818129,0.30761079733090235,0.23555531949270367,0.2804507883347675
622,4,7551,0,0,1,0,0,0,0,0,1,0,0,0,0.6077315152080572,-0.24561269372083058,-0.6585805629476299,0.775587709698933,0.8156961155630974,0.7586285429389286
623,2,2812,0,0,1,0,0,1,0,0,0,0,0,0,-0.18209328490781262,0.4405102903436744,-0.20691068926174133,-0.03437233093804333,-0.009191578849494229,0.03411679353868436
624,4,9633,0,0,1,0,0,0,0,1,0,0,0,0,0.9065841422789266,0.30328569353077633,-0.20691068926174133,1.0095761658829483,0.9788607144578955,1.033943007711022
625,2,2558,0,1,0,0,0,0,0,0,0,0,1,0,0.18079919082110052,-1.0689602745982336,2.9547784265394785,0.4066059134087545,0.4440434180805011,0.2804507883347675
626,5,5390,0,1,0,0,0,0,0,0,1,0,0,0,0.2661856556984919,-2.0295324522885445,-0.20691068926174133,0.5325996975078403,0.5800139171595,0.2804507883347675
627,3,6714,0,0,0,0,1,0,1,0,0,0,0,0,0.4583052016726223,0.783571782375927,1.1480989317959243,0.5685979215361504,0.6072080169752999,0.6861773679989043
628,4,6415,0,0,0,1,0,0,0,0,0,0,1,0,1.0133172233756658,0.30328569353077633,0.6964290581100357,1.0275752778971037,1.0785724137824946,1.0919039476630417
629,4,2389,0,0,0,0,1,0,0,0,0,1,0,0,-0.20343990112716046,0.7149594839694754,0.24475918442414724,-0.12436789100881901,-0.03638567866529337,0.005136323562674545
630,3,13812,0,0,0,1,0,0,0,0,0,0,0,1,2.6143134398267525,0.1660610967178734,0.6964290581100357,2.1165215547534837,2.1119482067828845,2.1207106318113893
631,2,394,0,0,1,0,0,0,0,0,1,0,0,0,-1.1426910147784648,0.1660610967178734,-1.561920310319407,-1.4833008480775243,-1.4686082689640787,-1.443887175237815
632,1,3743,0,1,0,0,0,1,0,0,0,0,0,0,0.500998434111318,-3.1273292267917485,0.6964290581100357,0.8385846017484758,0.8156961155630974,0.38188243325080157
633,6,1233,0,0,1,0,0,1,0,0,0,0,0,0,-0.9078782363656387,0.1660610967178734,-0.6585805629476299,-1.0243234917165709,-1.024437971972684,-0.9946898906096632
634,1,12179,0,0,1,0,0,0,0,0,0,0,0,1,2.7423931371428396,0.37189799193722295,-1.1102504366335184,2.2515148948596466,2.211659906107483,2.2801032166794437
635,4,4566,0,1,0,0,0,0,0,0,0,1,0,0,0.24483903947914407,-2.7156554363530496,1.5997688054818129,0.6045961455644605,0.5709492172209003,0.22248984838274785
636,1,4249,0,0,0,0,1,0,0,0,1,0,0,0,0.4583052016726223,-0.5200618873466316,0.24475918442414724,0.6315948135856926,0.6797256164840992,0.5847457230828703
637,0,1939,0,0,0,1,0,0,0,0,0,1,0,0,0.22349242325979624,0.7149594839694754,1.5997688054818129,0.32560990934505696,0.30807291900150297,0.41086290322681135
638,2,1700,0,0,1,0,0,0,1,0,0,0,0,0,-0.6303722255141169,-0.1770003953143791,-0.20691068926174133,-0.5833452473697723,-0.5712029750426885,-0.5889633109455265
639,6,4664,0,0,0,0,1,0,0,0,0,1,0,0,0.22349242325979624,0.23467339512432486,0.6964290581100357,0.3976063574016772,0.41684931826470195,0.4398433732028212
640,2,6281,0,0,1,0,0,0,0,0,0,0,0,1,1.1840901531304486,0.37189799193722295,-0.20691068926174133,1.1625686180032662,1.2236076128000932,1.2368062975430902
641,3,900,0,0,1,0,0,0,1,0,0,0,0,0,-1.0146113174623779,0.09744879831142192,-0.6585805629476299,-1.1953150558510435,-1.241990770499081,-1.1975531804417319
642,5,2206,0,0,1,0,0,0,1,0,0,0,0,0,-0.6303722255141169,-0.03977579850147615,-0.7940815250533951,-0.574345691362695,-0.5530735751654883,-0.5889633109455265
643,3,561,0,0,0,0,1,0,0,0,1,0,0,0,-1.0146113174623779,0.1660610967178734,0.6964290581100357,-1.222313723872276,-1.1966672708060817,-1.1830629454537267
644,2,992,0,0,1,0,0,0,1,0,0,0,0,0,-0.8011451552688996,0.37189799193722295,-0.20691068926174133,-0.8353328155679431,-0.8794027729550852,-0.8063168357655998
645,1,839,0,0,0,1,0,0,0,0,0,1,0,0,-0.7797985390495518,0.7149594839694754,0.24475918442414724,-0.7903350355325557,-0.8159498733848856,-0.7193754258375703
646,6,842,0,1,0,0,0,0,0,0,0,0,1,0,-0.8438383877075951,1.4696947664404318,-0.6585805629476299,-0.9793257116811835,-0.9519203724638845,-0.8063168357655998
647,5,769,0,0,1,0,0,0,0,1,0,0,0,0,-1.1426910147784648,0.5091225887501258,-0.6585805629476299,-1.4473026240492142,-1.477672968902679,-1.4004164702738007
648,5,878,0,0,0,1,0,0,0,0,1,0,0,0,-1.0573045499010736,-0.10838809690792763,1.1480989317959243,-1.312309283943052,-1.3507671697622798,-1.3279652953337757
649,1,5556,0,0,1,0,0,0,0,1,0,0,0,0,0.7998510611821874,0.30328569353077633,-1.1102504366335184,0.9015814937980188,0.879149015133297,0.9325113627949875
650,4,645,0,0,1,0,0,0,0,0,1,0,0,0,-1.0146113174623779,-0.31422499212728205,-1.1102504366335184,-1.1773159438368888,-1.1513437711130823,-1.1830629454537267
651,4,6963,0,1,0,0,0,0,0,0,0,0,1,0,1.141396920691753,1.3324701696275338,-0.6585805629476299,1.0725730579324912,1.1148312135368943,1.2802770025071053
652,7,1044,0,0,0,0,1,0,0,0,0,1,0,0,-0.8438383877075951,1.5383070648468833,-0.6585805629476299,-0.961326599667028,-0.942855672525284,-0.7918266007775945
653,3,6488,0,0,0,0,1,0,1,0,0,0,0,0,0.4583052016726223,0.783571782375927,-0.20691068926174133,0.5775974775432278,0.634402116791099,0.7006676029869089
654,3,1581,0,0,0,1,0,0,1,0,0,0,0,0,-0.6303722255141169,-0.8631233793788841,1.1480989317959243,-0.574345691362695,-0.5440088752268886,-0.646924250897546
655,4,3991,0,0,1,0,0,0,0,0,0,0,1,0,0.4583052016726223,0.7149594839694754,-0.20691068926174133,0.6225952575786152,0.5890786170980997,0.7006676029869089
656,6,1263,0,0,0,1,0,0,0,1,0,0,0,0,-0.8438383877075951,-1.0689602745982336,0.6964290581100357,-0.8893301516104078,-0.8794027729550852,-0.9801996556216587
657,7,1129,0,0,0,1,0,0,1,0,0,0,0,0,-0.9932647012430299,-0.6572864841595345,0.24475918442414724,-1.1413177198085787,-1.1241496712972823,-1.1830629454537267
658,3,2552,0,0,0,0,1,0,0,1,0,0,0,0,-0.20343990112716046,0.7149594839694754,0.24475918442414724,-0.11536833500174168,-0.08170917835829354,-0.009353911425330687
659,3,1777,0,0,0,0,1,0,0,1,0,0,0,0,-0.5236391444173777,0.23467339512432486,-0.9295824871591637,-0.4303527952494546,-0.41710307608649017,-0.4005902561014629
660,1,3088,0,1,0,0,0,0,0,0,0,0,0,1,0.4583052016726223,1.3324701696275338,1.1480989317959243,0.6045961455644605,0.5074963176507007,0.744138307950924
661,1,2423,0,0,0,0,1,0,1,0,0,0,0,0,-0.18209328490781262,0.30328569353077633,0.24475918442414724,-0.07037055496635344,-0.027320978726693656,-0.009353911425330687
662,0,5240,1,0,0,0,0,0,0,0,0,0,0,1,1.973914953246318,4.625860493137155,0.6964290581100357,1.423555742208514,1.3686428118176919,2.0917301618353803
663,7,2059,0,0,1,0,0,0,0,0,0,1,0,0,-0.5663323768560734,-0.24561269372083058,-1.1102504366335184,-0.4663510192777647,-0.4442971759022893,-0.47304143104148716
664,6,1084,0,0,1,0,0,0,1,0,0,0,0,0,-0.9719180850236822,0.09744879831142192,-0.6585805629476299,-1.0963199397731913,-1.1422790711744826,-1.096121535525698
665,5,12539,0,0,1,0,0,0,1,0,0,0,0,0,0.9279307584982744,-0.03977579850147615,-0.20691068926174133,1.0095761658829483,1.0695077138438949,1.033943007711022
666,3,459,0,0,1,0,0,0,0,0,1,0,0,0,-1.1640376309978127,0.028836499904970444,0.24475918442414724,-1.5192990721058344,-1.4958023687798785,-1.4873578802018301
667,2,3730,0,0,0,1,0,0,0,0,0,1,0,0,0.22349242325979624,-0.7258987825659812,0.6964290581100357,0.47860236146537477,0.41684931826470195,0.35290196327479173
668,3,2041,0,0,0,0,1,0,0,1,0,0,0,0,-0.374212830881943,-1.3434094682240396,0.24475918442414724,-0.1603661150371291,-0.12703267805129292,-0.29915861118542825
669,1,2215,0,1,0,0,0,1,0,0,0,0,0,0,-0.18209328490781262,1.744143960066233,-0.6585805629476299,-0.07937011097343157,-0.12703267805129292,0.10656796847870859
670,3,17766,0,0,0,1,0,0,0,1,0,0,0,0,1.9525683370269702,-0.24561269372083058,1.1480989317959243,1.7925375384986926,1.7131014094844883,1.7004938171592474
671,5,1906,0,0,1,0,0,0,0,0,1,0,0,0,-0.5876789930754213,0.6463471855630288,-1.1102504366335184,-0.5473470233414622,-0.5258794753496884,-0.4585511960534819
672,6,530,0,0,0,0,1,0,1,0,0,0,0,0,-1.2067308634365084,1.195245572814631,-1.561920310319407,-1.6272937441907647,-1.6136434679816773,-1.5018481151898346
673,2,5974,0,0,1,0,0,0,0,1,0,0,0,0,0.500998434111318,0.1660610967178734,-0.6585805629476299,0.6675930376140027,0.6978550163612987,0.7006676029869089
674,1,5612,0,0,0,0,1,0,0,0,0,0,1,0,1.0987036882530572,1.195245572814631,-1.1102504366335184,1.1175708379678786,1.0513783139666948,1.251296532531096
675,2,8779,1,0,0,0,0,0,0,1,0,0,0,0,1.482942780201318,-1.4806340650369376,2.50310855285359,1.324560626130662,1.4592898112036907,1.1498648876150614
676,2,2792,0,0,0,1,0,0,1,0,0,0,0,0,-0.18209328490781262,-1.7550832586627387,0.6964290581100357,0.09162145316104166,0.11771422029090498,-0.11078555634136474
677,2,5211,0,0,0,0,1,0,0,0,0,0,1,0,0.8638909098402309,0.783571782375927,-0.20691068926174133,0.9015814937980188,0.9516666146420963,1.033943007711022
678,4,8528,0,0,0,0,1,0,0,1,0,0,0,0,0.6717713638661008,-0.7258987825659812,-1.1102504366335184,0.8655832697697087,0.8882137150718967,0.7731187779269344
679,4,5706,0,1,0,0,0,0,0,0,1,0,0,0,0.47965181789197014,-3.058716928385302,0.6964290581100357,0.8835823817838633,0.8338255154402976,0.4253531382148166
680,1,1060,0,1,0,0,0,0,0,0,0,1,0,0,-0.6090256092947691,-3.4703907188240013,1.1480989317959243,-0.31335856715744687,-0.34458547657769084,-0.7193754258375703
681,2,579,0,0,1,0,0,0,1,0,0,0,0,0,-0.9932647012430299,0.5091225887501258,-1.1102504366335184,-1.1773159438368888,-1.160408471051682,-1.1106117705137024
682,1,7848,1,0,0,0,0,0,0,1,0,0,0,0,1.5896758612980573,1.8127562584726893,1.1480989317959243,1.3785579621731268,1.2961252123088927,1.5990621722432126
683,2,3830,0,0,0,0,1,0,1,0,0,0,0,0,0.22349242325979624,0.9894086775952813,-0.20691068926174133,0.37960724538752255,0.35339641869450233,0.4978043131548408
